###RTT Client: ************************************************************ 
###RTT Client: *               SEGGER Microcontroller GmbH                * 
###RTT Client: *   Solutions for real time microcontroller applications   * 
###RTT Client: ************************************************************ 
###RTT Client: *                                                          * 
###RTT Client: *       (c) 2012 - 2016  SEGGER Microcontroller GmbH       * 
###RTT Client: *                                                          * 
###RTT Client: *     www.segger.com     Support: support@segger.com       * 
###RTT Client: *                                                          * 
###RTT Client: ************************************************************ 
###RTT Client: *                                                          * 
###RTT Client: * SEGGER J-Link RTT Client   Compiled Mar  5 2026 11:08:33 * 
###RTT Client: *                                                          * 
###RTT Client: ************************************************************ 

###RTT Client: -----------------------------------------------
###RTT Client: Connecting to J-Link RTT Server via localhost:19021 ............................
###RTT Client: Connected.

SEGGER J-Link V9.18 - Real time terminal output
SEGGER J-Link V9.7, SN=602712484
Process: Ozone

###RTT Client: Connection lost. Going to reconnect.
###RTT Client: Connecting to J-Link RTT Server via localhost:19021 ...
###RTT Client: Connected.

SEGGER J-Link V9.18 - Real time terminal output
SEGGER J-Link V9.7, SN=602712484
Process: Ozone
time,gx,gy,gz
5346,-903,407,-154
5348,-903,408,-153
5350,-902,407,-153
5352,-902,407,-153
5354,-902,408,-153
5356,-901,407,-153
5358,-901,408,-152
5360,-900,408,-152
5362,-899,408,-152
5364,-899,409,-152
5366,-899,409,-152
5368,-898,410,-151
5370,-898,410,-151
5372,-898,411,-152
5374,-899,411,-152
5376,-899,412,-152
5378,-898,412,-151
5380,-897,413,-151
5382,-897,414,-151
5384,-897,415,-151
5386,-897,415,-151
5388,-896,416,-151
5390,-896,417,-151
5392,-896,418,-151
5394,-896,418,-151
5396,-895,419,-151
5398,-895,420,-150
5400,-895,420,-150
5402,-895,421,-150
5404,-894,421,-150
5406,-894,421,-150
5408,-894,422,-150
5410,-893,421,-150
5412,-893,422,-150
5414,-893,422,-149
5416,-893,422,-150
5418,-893,422,-149
5420,-893,422,-149
5422,-893,423,-149
5424,-893,423,-149
5426,-893,423,-149
5428,-892,423,-149
5430,-892,423,-149
5432,-892,423,-149
5434,-891,423,-149
5436,-891,424,-149
5438,-891,424,-149
5440,-891,424,-149
5442,-891,424,-149
5444,-890,424,-148
5446,-890,425,-148
5448,-890,425,-148
5450,-889,425,-148
5452,-889,425,-148
5454,-889,426,-148
5456,-889,426,-148
5458,-888,426,-148
5460,-888,427,-148
5462,-888,427,-147
5464,-888,427,-147
5466,-887,427,-147
5468,-887,428,-147
5470,-887,428,-147
5472,-887,428,-147
5474,-887,428,-147
5476,-886,428,-147
5478,-886,428,-147
5480,-886,429,-147
5482,-886,429,-147
5484,-886,429,-147
5486,-886,429,-147
5488,-886,429,-147
5490,-886,429,-147
5492,-886,430,-147
5494,-885,430,-146
5496,-885,430,-146
5498,-885,430,-146
5500,-884,430,-146
5502,-884,430,-146
5504,-884,431,-146
5506,-883,431,-146
5508,-883,432,-146
5510,-883,432,-146
5512,-884,432,-146
5514,-883,433,-146
5516,-883,433,-146
5518,-883,433,-146
5520,-883,434,-146
5522,-882,434,-145
5524,-882,434,-145
5526,-881,434,-145
5528,-881,434,-145
5530,-881,434,-145
5532,-881,434,-145
5534,-882,434,-145
5536,-882,434,-145
5538,-881,435,-145
5540,-881,434,-145
5542,-880,435,-145
5544,-880,434,-145
5546,-880,434,-145
5548,-880,435,-145
5550,-879,435,-144
5552,-878,435,-144
5554,-878,435,-144
5556,-878,435,-144
5558,-877,435,-144
5560,-877,435,-144
5562,-877,434,-144
5564,-877,434,-144
5566,-876,434,-144
5568,-876,434,-143
5570,-875,434,-143
5572,-875,434,-143
5574,-875,433,-143
5576,-875,433,-143
5578,-875,433,-143
5580,-874,433,-143
5582,-874,433,-143
5584,-874,433,-143
5586,-874,432,-143
5588,-874,432,-143
5590,-872,431,-142
5592,-871,431,-142
5594,-871,430,-142
5596,-870,430,-142
5598,-870,429,-141
5600,-870,429,-142
5602,-870,429,-141
5604,-869,428,-141
5606,-868,428,-141
5608,-868,428,-141
5610,-868,428,-141
5612,-868,428,-141
5614,-867,428,-141
5616,-867,428,-140
5618,-866,428,-140
5620,-865,428,-140
5622,-864,428,-139
5624,-864,428,-139
5626,-863,427,-139
5628,-862,427,-138
5630,-862,427,-138
5632,-861,427,-138
5634,-859,427,-137
5636,-858,427,-137
5638,-857,427,-136
5640,-857,427,-136
5642,-856,427,-135
5644,-855,428,-135
5646,-854,428,-134
5648,-853,429,-134
5650,-852,429,-133
5652,-851,430,-133
5654,-850,431,-133
5656,-849,432,-132
5658,-849,433,-132
5660,-847,433,-131
5662,-846,434,-131
5664,-846,434,-131
5666,-846,435,-130
5668,-845,436,-130
5670,-844,437,-129
5672,-844,439,-129
5674,-844,440,-129
5676,-843,442,-129
5678,-842,443,-129
5680,-841,444,-128
5682,-840,445,-128
5684,-840,446,-128
5686,-839,447,-127
5688,-838,448,-127
5690,-837,448,-126
5692,-836,449,-126
5694,-835,450,-126
5696,-834,450,-125
5698,-833,450,-125
5700,-832,451,-124
5702,-831,451,-124
5704,-830,451,-123
5706,-829,451,-123
5708,-828,451,-123
5710,-827,451,-122
5712,-826,451,-122
5714,-825,451,-121
5716,-824,451,-121
5718,-823,451,-120
5720,-822,450,-120
5722,-821,450,-120
5724,-821,450,-119
5726,-820,451,-119
5728,-820,451,-119
5730,-820,451,-119
5732,-820,452,-119
5734,-820,452,-119
5736,-820,452,-119
5738,-820,452,-119
5740,-820,452,-119
5742,-820,452,-119
5744,-820,452,-119
5746,-820,452,-119
5748,-820,452,-119
5750,-820,452,-119
5752,-820,452,-119
5754,-819,452,-118
5756,-819,452,-118
5758,-819,452,-118
5760,-818,451,-118
5762,-818,451,-117
5764,-817,451,-117
5766,-816,450,-117
5768,-816,450,-116
5770,-815,449,-116
5772,-814,449,-116
5774,-813,448,-115
5776,-812,447,-114
5778,-811,447,-114
5780,-810,447,-113
5782,-809,447,-113
5784,-809,446,-112
5786,-809,446,-112
5788,-809,446,-112
5790,-809,446,-112
5792,-809,446,-111
5794,-809,447,-111
5796,-809,447,-111
5798,-808,447,-111
5800,-808,447,-110
5802,-807,447,-110
5804,-807,447,-109
5806,-807,446,-109
5808,-806,446,-109
5810,-806,447,-108
5812,-806,447,-108
5814,-806,448,-107
5816,-806,448,-107
5818,-805,448,-107
5820,-805,448,-107
5822,-805,448,-106
5824,-806,448,-107
5826,-806,447,-107
5828,-807,448,-107
5830,-806,447,-106
5832,-807,448,-106
5834,-806,448,-106
5836,-807,449,-106
5838,-807,448,-106
5840,-808,448,-106
5842,-808,448,-106
5844,-809,447,-106
5846,-809,447,-107
5848,-810,446,-107
5850,-811,445,-107
5852,-812,445,-107
5854,-812,445,-107
5856,-813,445,-107
5858,-814,445,-108
5860,-815,446,-108
5862,-815,446,-108
5864,-816,447,-108
5866,-817,448,-109
5868,-818,448,-109
5870,-819,449,-109
5872,-820,450,-109
5874,-820,450,-110
5876,-821,451,-110
5878,-822,452,-110
5880,-823,453,-110
5882,-824,454,-111
5884,-825,455,-111
5886,-825,456,-111
5888,-827,457,-111
5890,-828,458,-112
5892,-830,460,-113
5894,-830,461,-112
5896,-829,463,-112
5898,-830,465,-112
5900,-831,466,-113
5902,-831,467,-112
5904,-831,469,-112
5906,-833,470,-113
5908,-834,471,-113
5910,-835,472,-114
5912,-835,473,-114
5914,-835,474,-113
5916,-835,474,-113
5918,-835,474,-113
5920,-835,475,-113
5922,-835,475,-113
5924,-835,475,-113
5926,-835,475,-113
5928,-835,475,-113
5930,-836,475,-113
5932,-837,476,-114
5934,-837,477,-113
5936,-837,476,-114
5938,-839,477,-114
5940,-840,477,-115
5942,-842,477,-115
5944,-843,477,-116
5946,-844,476,-116
5948,-845,477,-117
5950,-845,477,-117
5952,-845,477,-117
5954,-844,475,-116
5956,-844,474,-116
5958,-844,472,-117
5960,-844,469,-117
5962,-845,466,-117
5964,-845,463,-117
5966,-847,463,-118
5968,-847,462,-118
5970,-848,461,-119
5972,-850,460,-120
5974,-853,460,-121
5976,-855,460,-122
5978,-856,459,-122
5980,-858,458,-123
5982,-859,458,-124
5984,-861,457,-125
5986,-862,456,-125
5988,-863,456,-125
5990,-864,455,-126
5992,-865,456,-126
5994,-865,455,-127
5996,-866,455,-127
5998,-866,455,-127
6000,-866,454,-127
6002,-867,453,-127
6004,-867,453,-128
6006,-867,453,-128
6008,-868,453,-128
6010,-868,453,-128
6012,-867,453,-128
6014,-867,453,-128
6016,-867,453,-128
6018,-866,454,-128
6020,-866,454,-127
6022,-866,454,-127
6024,-866,454,-128
6026,-866,454,-128
6028,-865,454,-127
6030,-866,454,-128
6032,-865,454,-127
6034,-865,454,-127
6036,-866,454,-128
6038,-866,454,-128
6040,-866,453,-128
6042,-866,453,-128
6044,-866,452,-128
6046,-866,452,-128
6048,-867,451,-128
6050,-867,451,-128
6052,-867,451,-128
6054,-868,450,-129
6056,-868,450,-129
6058,-868,450,-129
6060,-868,450,-129
6062,-868,450,-129
6064,-868,450,-129
6066,-868,450,-129
6068,-868,450,-129
6070,-868,450,-129
6072,-869,450,-129
6074,-869,450,-129
6076,-869,450,-129
6078,-870,450,-129
6080,-871,450,-130
6082,-871,449,-130
6084,-872,449,-130
6086,-872,449,-130
6088,-872,448,-131
6090,-873,448,-131
6092,-873,448,-131
6094,-873,447,-131
6096,-874,447,-131
6098,-874,447,-131
6100,-874,446,-131
6102,-875,446,-132
6104,-875,446,-132
6106,-875,446,-132
6108,-876,446,-132
6110,-876,446,-132
6112,-876,446,-132
6114,-876,445,-132
6116,-876,445,-132
6118,-876,445,-132
6120,-876,444,-132
6122,-876,444,-132
6124,-876,444,-132
6126,-876,444,-132
6128,-877,444,-132
6130,-877,444,-132
6132,-877,443,-133
6134,-877,443,-133
6136,-877,443,-133
6138,-877,443,-132
6140,-877,443,-132
6142,-877,443,-133
6144,-877,443,-133
6146,-878,443,-133
6148,-878,443,-133
6150,-878,443,-133
6152,-878,442,-133
6154,-878,442,-133
6156,-879,442,-133
6158,-879,442,-133
6160,-879,442,-133
6162,-879,442,-134
6164,-879,442,-134
6166,-880,442,-134
6168,-880,441,-134
6170,-880,441,-134
6172,-880,441,-134
6174,-880,441,-134
6176,-881,441,-134
6178,-881,440,-134
6180,-881,441,-134
6182,-881,440,-134
6184,-881,440,-134
6186,-882,440,-135
6188,-882,440,-135
6190,-882,440,-135
6192,-883,440,-135
6194,-883,440,-135
6196,-883,440,-135
6198,-883,440,-135
6200,-884,440,-135
6202,-884,440,-135
6204,-884,440,-136
6206,-884,439,-136
6208,-884,439,-136
6210,-884,439,-136
6212,-884,439,-136
6214,-884,439,-136
6216,-884,439,-136
6218,-884,439,-136
6220,-884,439,-136
6222,-884,439,-136
6224,-884,439,-136
6226,-884,439,-136
6228,-884,439,-136
6230,-884,439,-136
6232,-884,439,-136
6234,-884,438,-136
6236,-884,438,-136
6238,-884,438,-136
6240,-884,438,-136
6242,-884,438,-136
6244,-885,438,-136
6246,-885,438,-136
6248,-885,438,-136
6250,-885,437,-136
6252,-885,437,-136
6254,-885,437,-136
6256,-885,437,-136
6258,-885,436,-136
6260,-885,436,-136
6262,-885,436,-136
6264,-885,436,-136
6266,-885,435,-136
6268,-885,435,-136
6270,-885,435,-136
6272,-885,435,-136
6274,-885,435,-136
6276,-885,435,-136
6278,-886,435,-136
6280,-885,435,-136
6282,-885,435,-136
6284,-885,435,-136
6286,-885,435,-136
6288,-886,434,-136
6290,-886,434,-136
6292,-885,434,-136
6294,-886,434,-136
6296,-886,434,-136
6298,-886,434,-136
6300,-885,434,-136
6302,-885,433,-136
6304,-886,433,-136
6306,-886,433,-136
6308,-885,433,-136
6310,-885,433,-136
6312,-885,433,-136
6314,-885,433,-136
6316,-885,432,-136
6318,-885,432,-136
6320,-885,433,-136
6322,-885,432,-136
6324,-886,432,-136
6326,-886,432,-136
6328,-886,432,-136
6330,-886,432,-136
6332,-886,432,-136
6334,-886,432,-136
6336,-886,432,-136
6338,-886,432,-136
6340,-886,432,-136
6342,-886,431,-136
6344,-886,431,-136
6346,-886,431,-136
6348,-886,431,-136
6350,-886,431,-136
6352,-887,431,-136
6354,-886,431,-136
6356,-887,431,-137
6358,-887,431,-137
6360,-887,431,-137
6362,-887,431,-137
6364,-887,431,-137
6366,-887,430,-137
6368,-887,430,-137
6370,-887,430,-137
6372,-887,430,-137
6374,-887,430,-137
6376,-887,430,-137
6378,-887,430,-137
6380,-887,430,-137
6382,-888,430,-137
6384,-888,429,-137
6386,-888,430,-137
6388,-888,430,-137
6390,-888,430,-137
6392,-888,430,-137
6394,-888,430,-137
6396,-888,430,-137
6398,-888,430,-137
6400,-888,430,-137
6402,-888,430,-137
6404,-888,430,-137
6406,-888,430,-137
6408,-888,430,-137
6410,-888,430,-137
6412,-888,430,-137
6414,-888,430,-137
6416,-888,430,-137
6418,-888,430,-137
6420,-888,430,-137
6422,-888,430,-137
6424,-888,430,-137
6426,-888,430,-137
6428,-888,429,-137
6430,-888,429,-137
6432,-889,429,-137
6434,-889,429,-137
6436,-889,429,-137
6438,-889,429,-137
6440,-889,429,-137
6442,-889,429,-137
6444,-889,429,-137
6446,-889,429,-137
6448,-889,429,-137
6450,-889,429,-138
6452,-889,429,-137
6454,-889,429,-137
6456,-889,429,-137
6458,-889,428,-137
6460,-889,428,-137
6462,-889,428,-137
6464,-890,428,-138
6466,-890,428,-138
6468,-890,428,-138
6470,-890,428,-138
6472,-890,428,-138
6474,-890,428,-138
6476,-890,428,-138
6478,-890,428,-138
6480,-891,428,-138
6482,-891,428,-138
6484,-891,428,-138
6486,-891,428,-138
6488,-891,428,-138
6490,-891,428,-138
6492,-891,427,-138
6494,-891,427,-138
6496,-892,427,-138
